20"CTR_NO","CTR_SIZE","LDD_MT_FLG","IMP_EXP_FLG","FCL_LCL_FLG","SEAL_NO","SLINE_CD","ICD_LOC_CD","STK_LOC","ROW_NO","COLUMN_NO","HEIGHT","STK_ID","ID"
"MRKU9684417",20,"E","E","","","MAI","ST","024/085A","024","085","A","S4","S4:024:085:A"
"OOLU8689491",40,"L","I","FCL","3076","OOCL","NTA","310/005A","310","005","A","N3","N3:310:005:A"
"WHLU5232606",40,"E","E","FCL","","NAV","EWH","206/004D","206","004","D","E2","E2:206:004:D"
"UETU2736965",20,"L","I","FCL","HLB6255979","HLI","NTA","302/016C","302","016","C","N1","N1:302:016:C"
"TCLU7199607",20,"L","I","FCL","K7571229","APL","NTA","298/015D","298","015","D","N1","N1:298:015:D"
"CRXU3095219",20,"L","I","FCL","K7563811","APL","ST","029/020B","029","020","B","M1","M1:029:020:B"
"MSCU5167912",40,"L","I","FCL","AC610083","MSC","NTA","321/012B","321","012","B","N5","N5:321:012:B"
"CBHU8197372",40,"E","E","","","COSCO","NTA","312/003C","312","003","C","N3","N3:312:003:C"
"MRKU4054020",40,"L","I","FCL","NONE","MAI","NTA","319/014A","319","014","A","N5","N5:319:014:A"
"FSCU9238581",40,"L","I","FCL","35963","SESA","NTA","318/016D","318","016","D","N5","N5:318:016:D"
"FSCU9819164",40,"L","I","FCL","35962","SESA","WHF","530/011B","530","011","B","NP","NP:530:011:B"
"IALU2128780",20,"L","I","FCL","057219","AVANA","NTA","304/017A","304","017","A","N2","N2:304:017:A"
"CRSU1167914",20,"L","I","FCL","50954","MAXSA","NTA","323/013D","323","013","D","N6","N6:323:013:D"
"MSKU1112340",40,"E","E","","","MAI","NTA","336/016A","336","016","A","N8","N8:336:016:A"
"MRKU8940089",20,"L","I","FCL","CN8746980","MAI","NTA","334/006C","334","006","C","N8","N8:334:006:C"
"KKFU7888756",40,"E","E","","","ONEPL","EWH","206/020B","206","020","B","E2","E2:206:020:B"
"GESU6820444",40,"L","I","FCL","6602","OOCL","NTA","323/010D","323","010","D","N6","N6:323:010:D"
"DFSU3083260",20,"E","E","","","ESAPL","EWH","205/007B","205","007","B","E2","E2:205:007:B"
"HLXU1333100",20,"L","I","FCL","MA125332","HLI","NTA","303/014D","303","014","D","N2","N2:303:014:D"
"BSIU2851054",20,"L","I","FCL","MA125340","HLI","NTA","300/016C","300","016","C","N1","N1:300:016:C"
"KOCU4277772",40,"E","E","FCL","","HMMI","EWH","206/013A","206","013","A","E2","E2:206:013:A"
"MRKU5858697",40,"E","E","","","MAI","EWH","218/003A","218","003","A","E4","E4:218:003:A"
"CXIU3002156",20,"E","I","FCL","","ACC","EWH","228/006A","228","006","A","E5","E5:228:006:A"
"CXNU1224921",20,"E","I","FCL","","ACC","WHF","503/005A","503","005","A","1P","1P:503:005:A"
"ILCU5032648",20,"E","I","FCL","","ACC","WHF","504/008A","504","008","A","1P","1P:504:008:A"
"CXNU1216485",20,"E","I","FCL","","ACC","WHF","503/012B","503","012","B","1P","1P:503:012:B"
"ILCU5046364",20,"E","I","FCL","","ACC","ST","030/024A","030","024","A","M1","M1:030:024:A"
"CXNU2216875",20,"E","I","FCL","","ACC","ST","032/029C","032","029","C","M1","M1:032:029:C"
"ILCU5024690",20,"E","I","FCL","","ACC","ST","030/001A","030","001","A","M1","M1:030:001:A"
"ILCU5017577",20,"E","I","FCL","","ACC","ST","033/006D","033","006","D","M1","M1:033:006:D"
"CXIU4210895",20,"E","I","FCL","","ACC","EWH","227/006D","227","006","D","E5","E5:227:006:D"
"CXIU2217041",20,"E","I","FCL","","ACC","EWH","224/012B","224","012","B","E5","E5:224:012:B"
"CXNU2211831",20,"E","I","FCL","","ACC","EWH","226/006C","226","006","C","E5","E5:226:006:C"
"CXNU2216978",20,"E","I","FCL","","ACC","EWH","228/001C","228","001","C","E5","E5:228:001:C"
"MSKU6524119",40,"L","I","FCL","NONE./","MAI","IWH","123/009A","123","009","A","C1","C1:123:009:A"
"MSKU0254778",40,"L","I","FCL","0NONE","MAI","IWH","083/021A","083","021","A","I1","I1:083:021:A"
"TGHU4674889",40,"L","I","FCL","NONE/","MAI","IWH","079/019C","079","019","C","I1","I1:079:019:C"
"MSKU1096949",40,"L","I","FCL","..NONE","MAI","IWH","127/001A","127","001","A","C2","C2:127:001:A"
"SUDU6634850",40,"L","I","FCL","N.ONE","MAI","IWH","126/003B","126","003","B","C2","C2:126:003:B"
"MSKU8013669",40,"L","I","FCL",".NONE","MAI","IWH","080/023A","080","023","A","I1","I1:080:023:A"
"MRKU4983009",40,"L","I","FCL","4289","MAI","IWH","126/001B","126","001","B","C2","C2:126:001:B"
"MRKU4378780",40,"L","I","FCL","NONE","MAI","IWH","080/019D","080","019","D","I1","I1:080:019:D"
"MRSU4027710",40,"E","X","","","MAI","EWH","207/018A","207","018","A","E2","E2:207:018:A"
"JCLU8266680",20,"E","E","","","JCLPL","EWH","205/004B","205","004","B","E2","E2:205:004:B"
"MSKU8501344",40,"L","I","FCL","6971823","MAI","ST","012/058A","012","058","A","S2","S2:012:058:A"
"CAIU2635569",20,"L","I","FCL","6574","CMT","NTA","304/017C","304","017","C","N2","N2:304:017:C"
"CLHU9130054",40,"L","I","FCL","3981326","CMT","NTA","303/019C","303","019","C","N2","N2:303:019:C"
"UACU8454223",40,"L","I","FCL","BS533863","HLI","IWH","082/021C","082","021","C","I1","I1:082:021:C"
"CSNU1067040",20,"E","E","FCL","","COSCO","HVG","177/002A","177","002","A","H4","H4:177:002:A"
"BMOU2903430",20,"L","I","FCL","191515407","HMIPL","IWH","111/015A","111","015","A","R1","R1:111:015:A"
"BSIU2889810",20,"E","E","","","FMPLP","EWH","228/065A","228","065","A","E5","E5:228:065:A"
"GESU5914148",40,"E","E","","","MAXSA","ST","037/024B","037","024","B","S5","S5:037:024:B"
"LLTU2042662",20,"E","E","","","FMPLP","HVG","178/004C","178","004","C","H4","H4:178:004:C"
"MRKU5817039",40,"E","E","","","MAI","NTA","336/022A","336","022","A","N8","N8:336:022:A"
"NYKU3702756",20,"L","I","FCL","240987","ONEPL","ST","009/006A","009","006","A","S2","S2:009:006:A"
"NYKU2934510",20,"L","I","FCL","240930","ONEPL","WHF","505/005B","505","005","B","2P","2P:505:005:B"
"NYKU3390468",20,"L","I","FCL","242057","ONEPL","WHF","505/005A","505","005","A","2P","2P:505:005:A"
"TGHU0821852",20,"L","I","FCL","HLD8500791","HLI","ST","032/011A","032","011","A","M1","M1:032:011:A"
"CSNU1506288",20,"L","I","FCL","13429047","COS","NTA","303/013C","303","013","C","N2","N2:303:013:C"
"TGHU1184759",20,"E","E","","","FMPLP","HVG","153/004A","153","004","A","H1","H1:153:004:A"
"CAIU6931466",20,"L","I","FCL","501807","MSC","IWH","082/013B","082","013","B","I1","I1:082:013:B"
"TTNU3538019",20,"E","E","","","TGS","EWH","205/002C","205","002","C","E2","E2:205:002:C"
"TCLU9908928",40,"L","I","FCL","UL2396357","MAI","IWH","082/017B","082","017","B","I1","I1:082:017:B"
"SUDU5984860",40,"L","I","FCL","2425059","MAI","NTA","326/013A","326","013","A","N6","N6:326:013:A"
"HASU4149508",40,"E","E","LCL","","MAI","HVG","178/001A","178","001","A","H4","H4:178:001:A"
"DRYU2829518",20,"E","E","LCL","","CARAV","EWH","203/003B","203","003","B","E1","E1:203:003:B"
"TCKU3574127",20,"L","I","FCL","J006052","APL","ST","032/029A","032","029","A","M1","M1:032:029:A"
"FCIU3429391",20,"L","I","FCL","F267753","APL","NTA","334/006A","334","006","A","N8","N8:334:006:A"
"CLSU2818434",20,"E","E","","","CARAV","HVG","177/001A","177","001","A","H4","H4:177:001:A"
"CLSU2119714",20,"E","E","","","CARAV","EWH","225/001A","225","001","A","E5","E5:225:001:A"
"SZDU2050718",20,"E","I","","","ACC","WHF","501/010A","501","010","A","1P","1P:501:010:A"
"TTNU2658038",20,"E","I","","","ACC","ST","071/025C","071","025","C","S9","S9:071:025:C"
"MRKU3577176",40,"L","X","FCL","","MAI","ST","008/057A","008","057","A","S2","S2:008:057:A"
"CLSU2828601",20,"E","E","FCL","","CARAV","EWH","197/012A","197","012","A","E1","E1:197:012:A"
"FSCU3722032",20,"E","E","","","HCLPL","HVG","154/004C","154","004","C","H1","H1:154:004:C"
"TGCU2134287",20,"L","I","FCL","EU17121173","MSC","ST","032/024B","032","024","B","M1","M1:032:024:B"
"FCIU7271555",40,"L","I","FCL","CC627566","KMTP","WHF","517/020C","517","020","C","4P","4P:517:020:C"
"FSCU8996150",40,"L","I","FCL","P2609317","CMCGM","IWH","082/017C","082","017","C","I1","I1:082:017:C"
"BMOU4624265",40,"L","I","FCL","192538376","HMIPL","IWH","080/019A","080","019","A","I1","I1:080:019:A"
"FFAU1098023",40,"L","I","FCL","CC627152","KMTP","IWH","083/017A","083","017","A","I1","I1:083:017:A"
"TEMU7820075",40,"L","I","FCL","CC627072","KMTP","IWH","083/021C","083","021","C","I1","I1:083:021:C"
"CMAU4436173",40,"L","I","FCL","P4965988","CMCGM","IWH","080/021C","080","021","C","I1","I1:080:021:C"
"FSCU9817428",40,"L","I","FCL","D973550","ESAPL","NTA","303/003D","303","003","D","N2","N2:303:003:D"
"CAIU9691271",40,"L","I","FCL","P5649957","CMCGM","IWH","080/019B","080","019","B","I1","I1:080:019:B"
"GESU6789950",40,"L","I","FCL","WHLD168123","TGS","NTA","324/005A","324","005","A","N6","N6:324:005:A"
"CAXU9809509",40,"L","I","FCL","P5634766","CMCGM","WHF","533/031A","533","031","A","NP","NP:533:031:A"
"ECMU1569940",20,"L","I","FCL","G8882927","CMCGM","IWH","083/015B","083","015","B","I1","I1:083:015:B"
"CMAU3080787",20,"L","I","FCL","G8880999","CMCGM","IWH","080/015A","080","015","A","I1","I1:080:015:A"
"SEGU1799014",20,"L","I","FCL","G8880586","CMCGM","IWH","081/015C","081","015","C","I1","I1:081:015:C"
"CMAU2100209",20,"L","I","FCL","G8880982","CMCGM","IWH","083/015A","083","015","A","I1","I1:083:015:A"
"APZU3261305",20,"L","I","FCL","G8880973","CMCGM","IWH","081/013B","081","013","B","I1","I1:081:013:B"
"TRLU9702999",20,"L","I","FCL","G8880807","CMCGM","IWH","082/015A","082","015","A","I1","I1:082:015:A"
"TCLU6236265",20,"L","I","FCL","G8882925","CMCGM","IWH","080/015C","080","015","C","I1","I1:080:015:C"
"FCIU3812604",20,"L","I","FCL","G8882930","CMCGM","IWH","082/015C","082","015","C","I1","I1:082:015:C"
"CMAU0492348",20,"L","I","FCL","G8882929","CMCGM","IWH","081/001A","081","001","A","I1","I1:081:001:A"
"TRHU1371237",20,"L","I","FCL","G8880859","CMCGM","IWH","079/015C","079","015","C","I1","I1:079:015:C"
"MSKU5093629",20,"E","E","","","MAI","NTA","336/006A","336","006","A","N8","N8:336:006:A"
"TCLU7459242",20,"L","I","FCL","G8882928","CMCGM","IWH","081/013C","081","013","C","I1","I1:081:013:C"
"TCLU9423357",40,"L","I","FCL","CNAP66882","ONEPL","NTA","315/001D","315","001","D","N4","N4:315:001:D"
"CRSU1327709",20,"L","I","FCL","A2114763","OPUS","NTA","299/008B","299","008","B","N1","N1:299:008:B"
"TCKU9273630",40,"E","I","","","ACC","ST","072/019D","072","019","D","S9","S9:072:019:D"
"REGU3201922",20,"L","I","FCL","14157","FIFPL","NTA","302/022C","302","022","C","N1","N1:302:022:C"
"BLJU2034820",20,"L","I","FCL","14159","FIFPL","NTA","305/004A","305","004","A","N2","N2:305:004:A"
"MRKU9084942",20,"E","E","","","MAI","NTA","335/005B","335","005","B","N8","N8:335:005:B"
"KKTU7320971",20,"L","I","FCL","034619","RMIPL","ST","031/006A","031","006","A","M1","M1:031:006:A"
"FSCU3391968",20,"L","I","FCL","HBO26313","ULSS","WHF","533/020A","533","020","A","NP","NP:533:020:A"
"CAIU6129110",20,"E","E","FCL","","MSC","WSP","229/001B","229","001","B","W1","W1:229:001:B"
"CRSU1374320",20,"L","I","FCL","1017886","ULSS","NTA","299/007A","299","007","A","N1","N1:299:007:A"
"TCLU2293462",20,"L","I","FCL","1017882","ULSS","NTA","304/014A","304","014","A","N2","N2:304:014:A"
"TCLU3648607",20,"L","I","FCL","MFME005031","SMAP","WHF","531/011D","531","011","D","NP","NP:531:011:D"
"TCLU3782154",20,"L","I","FCL","712344","SMAP","NTA","325/001C","325","001","C","N6","N6:325:001:C"
"TCKU3619509",20,"L","I","FCL","712343","SMAP","NTA","325/004B","325","004","B","N6","N6:325:004:B"
"TRHU2862620",20,"L","I","FCL","732764","SMAP","NTA","320/007B","320","007","B","N5","N5:320:007:B"
"TCLU3046791",20,"L","I","FCL","417390","SMAP","NTA","324/002B","324","002","B","N6","N6:324:002:B"
"ONLU2205495",20,"L","I","FCL","712347","SMAP","NTA","300/031B","300","031","B","N1","N1:300:031:B"
"CKLU0504538",20,"L","I","FCL","MFME005038","SMAP","WHF","534/013C","534","013","C","NP","NP:534:013:C"
"TCLU2537912",20,"L","I","FCL","239537","SMAP","NTA","328/003A","328","003","A","N7","N7:328:003:A"
"TLLU8174330",20,"L","I","FCL","MFME005042","SMAP","NTA","302/032C","302","032","C","N1","N1:302:032:C"
"TRHU1762139",20,"L","I","FCL","MFME005033","SMAP","NTA","302/033B","302","033","B","N1","N1:302:033:B"
"ONLU2200826",20,"L","I","FCL","712349","SMAP","NTA","323/002C","323","002","C","N6","N6:323:002:C"
"TRHU1838722",20,"L","I","FCL","712345","SMAP","NTA","299/032C","299","032","C","N1","N1:299:032:C"
"TCLU7689944",20,"L","I","FCL","712348","SMAP","NTA","302/031B","302","031","B","N1","N1:302:031:B"
"TCLU3668861",20,"L","I","FCL","193205107","SMAP","NTA","320/007C","320","007","C","N5","N5:320:007:C"
"TCLU3414260",20,"L","I","FCL","MFME005036","SMAP","NTA","302/032B","302","032","B","N1","N1:302:032:B"
"BSIU3174596",20,"L","I","FCL","712341","SMAP","NTA","301/031A","301","031","A","N1","N1:301:031:A"
"EMCU3732954",20,"L","I","FCL","732763","SMAP","NTA","298/031A","298","031","A","N1","N1:298:031:A"
"TRHU2751967",20,"L","I","FCL","239571","SMAP","NTA","319/005D","319","005","D","N5","N5:319:005:D"
"TCKU1335627",20,"L","I","FCL","380813","SMAP","NTA","320/007D","320","007","D","N5","N5:320:007:D"
"TCLU3484144",20,"L","I","FCL","239506","SMAP","NTA","325/004A","325","004","A","N6","N6:325:004:A"
"PCIU2949850",20,"L","I","FCL","239585","SMAP","NTA","325/001B","325","001","B","N6","N6:325:001:B"
"PCIU1462359",20,"L","I","FCL","239503","SMAP","NTA","299/031A","299","031","A","N1","N1:299:031:A"
"TRHU2921600",20,"L","I","FCL","239505","SMAP","NTA","299/031C","299","031","C","N1","N1:299:031:C"
"TRHU1850836",20,"L","I","FCL","239507","SMAP","NTA","324/002C","324","002","C","N6","N6:324:002:C"
"APHU6376563",40,"E","E","FCL","","BML","EWH","217/020B","217","020","B","E3","E3:217:020:B"
"MRKU8034886",20,"E","I","FCL","","ACC","NTA","333/005D","333","005","D","N8","N8:333:005:D"
"BSIU3016522",20,"L","I","FCL","1001259","ULSS","NTA","299/006B","299","006","B","N1","N1:299:006:B"
"WHLU2917350",20,"L","I","FCL","002776","CSLLP","ST","016/010B","016","010","B","S3","S3:016:010:B"
"EOLU2232110",20,"L","I","FCL","002821","CSLLP","WHF","507/026B","507","026","B","2P","2P:507:026:B"
"GLRU7777343",20,"L","I","FCL","002802","CSLLP","ST","007/029B","007","029","B","S1","S1:007:029:B"
"CMAU0089292",20,"L","I","FCL","002823","CSLLP","NTA","302/024A","302","024","A","N1","N1:302:024:A"
"TCLU2424881",20,"L","I","FCL","239593","SMAP","NTA","324/002D","324","002","D","N6","N6:324:002:D"
"PCIU1734740",20,"L","I","FCL","239594","SMAP","NTA","331/001A","331","001","A","N7","N7:331:001:A"
"TCKU3629359",20,"L","I","FCL","260847","SMAP","NTA","298/031C","298","031","C","N1","N1:298:031:C"
"TRHU1793232",20,"L","I","FCL","712342","SMAP","NTA","319/001D","319","001","D","N5","N5:319:001:D"
"ONLU2205509",20,"L","I","FCL","712350","SMAP","NTA","300/031D","300","031","D","N1","N1:300:031:D"
"ONLU2200810",20,"L","I","FCL","712346","SMAP","NTA","300/031C","300","031","C","N1","N1:300:031:C"
"TCLU3107201",20,"L","I","FCL","366187","SMAP","NTA","323/002B","323","002","B","N6","N6:323:002:B"
"TCLU7194098",20,"L","I","FCL","MFME005972","SMAP","NTA","298/031D","298","031","D","N1","N1:298:031:D"
"TCKU3928180",20,"L","I","FCL","239590","SMAP","NTA","300/032B","300","032","B","N1","N1:300:032:B"
"TLHU2587528",20,"L","I","FCL","002806","CSLLP","NTA","298/016D","298","016","D","N1","N1:298:016:D"
"CBHU3357307",20,"L","I","FCL","002794","CSLLP","ST","020/014A","020","014","A","S3","S3:020:014:A"
"GLRU7777148",20,"L","I","FCL","002778","CSLLP","ST","018/004C","018","004","C","S3","S3:018:004:C"
"GLRU7778674",20,"L","I","FCL","002825","CSLLP","WHF","511/014A","511","014","A","3P","3P:511:014:A"
"CLHU3119443",20,"L","I","FCL","002772","CSLLP","ST","018/017B","018","017","B","S3","S3:018:017:B"
"TCLU3674041",20,"L","I","FCL","376624","SMAP","NTA","325/005D","325","005","D","N6","N6:325:005:D"
"TCLU3390404",20,"L","I","FCL","417389","SMAP","NTA","302/033A","302","033","A","N1","N1:302:033:A"
"TLLU5158968",40,"E","E","FCL","","MSC","IWH","096/003A","096","003","A","I4","I4:096:003:A"
"TCLU3426148",20,"L","I","FCL","368998","SMAP","WHF","531/011C","531","011","C","NP","NP:531:011:C"
"BSIU2710837",20,"L","I","FCL","MFME005037","SMAP","NTA","299/031B","299","031","B","N1","N1:299:031:B"
"TCLU3598194",20,"L","I","FCL","368816","SMAP","NTA","324/002A","324","002","A","N6","N6:324:002:A"
"ONLU2207097",20,"L","I","FCL","239502","SMAP","NTA","300/031A","300","031","A","N1","N1:300:031:A"
"TRHU3245285",20,"L","I","FCL","239513","SMAP","NTA","329/001A","329","001","A","N7","N7:329:001:A"
"WHLU2715771",20,"L","I","FCL","A2264453","OPUS","WHF","501/026B","501","026","B","1P","1P:501:026:B"
"WHLU2617878",20,"L","I","FCL","A2233391","OPUS","NTA","299/010B","299","010","B","N1","N1:299:010:B"
"CSNU1021775",20,"E","X","","","OOCL","EWH","205/021A","205","021","A","E2","E2:205:021:A"
"WHLU8033320",20,"L","I","FCL","A2196875","OPUS","NTA","304/008A","304","008","A","N2","N2:304:008:A"
"FCIU8531301",40,"L","I","FCL","G9775129","CMCGM","IWH","081/009B","081","009","B","I1","I1:081:009:B"
"PMLU2016470",20,"E","E","FCL","GOSL000146","OPUS","HVG","181/002A","181","002","A","H4","H4:181:002:A"
"TEMU8967116",40,"L","I","FCL","OOLGSK6248","OOCL","NTA","298/033C","298","033","C","N1","N1:298:033:C"
"IAAU2681166",20,"L","I","FCL","1012967","JCLPL","IWH","079/013C","079","013","C","I1","I1:079:013:C"
"PONU0398564",20,"L","I","FCL","BR1339887","MAI","NTA","302/013D","302","013","D","N1","N1:302:013:D"
"CCLU6280981",40,"E","E"," ","","HUBLL","EWH","209/023A","209","023","A","E2","E2:209:023:A"
"CLHU3377535",20,"L","I","FCL","A2540143","ACLIP","NTA","299/008A","299","008","A","N1","N1:299:008:A"
"CRXU9905699",40,"L","I","FCL","40563","BMLPL","ST","027/008B","027","008","B","S4","S4:027:008:B"
"ONLU4101144",40,"L","I","FCL","311945","BMLPL","IWH","082/017A","082","017","A","I1","I1:082:017:A"
"CLHU3091330",20,"E","E","FCL","","CSLLP","EWH","206/003B","206","003","B","E2","E2:206:003:B"
"UACU8157293",40,"L","I","FCL","HLD0182507","HLI","NTA","302/017B","302","017","B","N1","N1:302:017:B"
"TGBU4621906",40,"L","I","FCL","A854470","ONEPL","IWH","079/023D","079","023","D","I1","I1:079:023:D"
"HMCU3045185",20,"L","I","FCL","A2273596","HUBLL","NTA","300/006A","300","006","A","N1","N1:300:006:A"
"SCZU3967779",40,"L","I","FCL","431090","RMIPL","IWH","083/021B","083","021","B","I1","I1:083:021:B"
"ECMU9454568",40,"E","E","","","TVS","EWH","539/034A","539","034","A","EP","EP:539:034:A"
"CMAU4253784",40,"L","I","FCL","UL5740509","CMCGM","NTA","324/011D","324","011","D","N6","N6:324:011:D"
"TCLU8478550",40,"L","I","FCL","3793939","ONEPL","NTA","319/005A","319","005","A","N5","N5:319:005:A"
"TGHU0431710",20,"L","I","FCL","772749","ULSS","IWH","082/015D","082","015","D","I1","I1:082:015:D"
"IALU2258573",20,"L","I","FCL","0474406","ULSS","IWH","082/015B","082","015","B","I1","I1:082:015:B"
"EOLU8832827",20,"L","I","FCL","0473093","BMLPL","IWH","080/013C","080","013","C","I1","I1:080:013:C"
"TTNU1598554",20,"L","I","FCL","772658","ULSS","IWH","079/014A","079","014","A","I1","I1:079:014:A"
"EOLU2224542",20,"L","I","FCL","728553","BMLPL","IWH","080/013B","080","013","B","I1","I1:080:013:B"
"BLZU2072132",20,"L","I","FCL","728556","BMLPL","IWH","081/015A","081","015","A","I1","I1:081:015:A"
"CRXU3356610",20,"L","I","FCL","0420593","ULSS","IWH","079/013A","079","013","A","I1","I1:079:013:A"
"IALU2202574",20,"L","I","FCL","0473095","BMLPL","IWH","079/013B","079","013","B","I1","I1:079:013:B"
"GESU2422376",20,"L","I","FCL","0474408","ULSS","IWH","082/014A","082","014","A","I1","I1:082:014:A"
"EOLU2245648",20,"L","I","FCL","0474300","BMLPL","IWH","082/013D","082","013","D","I1","I1:082:013:D"
"CRXU3229344",20,"L","I","FCL","0474401","ULSS","IWH","080/015B","080","015","B","I1","I1:080:015:B"
"BSIU2917022",20,"L","I","FCL","0474407","ULSS","IWH","081/013A","081","013","A","I1","I1:081:013:A"
"UACU5357750",40,"E","E","FCL","","HLI","HVG","179/001A","179","001","A","H4","H4:179:001:A"
"UACU3766928",20,"L","I","FCL","DU00589","HLI","IWH","080/014B","080","014","B","I1","I1:080:014:B"
"GATU8505127",40,"E","E","FCL","","NOV","ST","040/065D","040","065","D","S5","S5:040:065:D"
"ECNU2246458",20,"L","I","FCL","21030042","ECM","NTA","300/026B","300","026","B","N1","N1:300:026:B"
"FSCU9183621",40,"E","E","FCL","","NAV","EWH","206/009A","206","009","A","E2","E2:206:009:A"
"TTNU1520221",20,"L","I","FCL","A2507267","NAV","NTA","301/005B","301","005","B","N1","N1:301:005:B"
"HLXU3522401",20,"L","I","FCL","DU33987","HLI","ST","013/004D","013","004","D","S2","S2:013:004:D"
"TLHU7008249",40,"L","I","FCL","H1420958","NSPL","WHF","533/007D","533","007","D","NP","NP:533:007:D"
